repo, public_repo_exists, jenkins_job_status
https://github.com/bigeyechou/Rxjava2Retrofit2NetFrame, false, red
https://github.com/bingo1118/SmartCloudFire, false, red
https://github.com/bioinformatics-ua/dicoogle, false, red
https://github.com/bitcraze/crazyflie-android-client, true, blue
https://github.com/bizright-llc/Bizrightllc_AmazonBI, true, blue
https://github.com/bjzhenglq/web-server-simple, true, blue
https://github.com/blackberry/WebWorks, false, red
https://github.com/bndtools/bnd, false, red
https://github.com/bob7l/HawkReloaded, false, red
https://github.com/bonigarcia/webdrivermanager, true, blue
https://github.com/bonitasoft/bonita-connector-document-templating, false, red
https://github.com/bonitasoft/bonita-engine, true, aborted
https://github.com/bpear/ARChon-Packager, false, red
https://github.com/bruceLio/Git_My, false, red
https://github.com/bspkrs/MCPMappingViewer, true, blue
https://github.com/bullheadandplato/RootPGPExplorer, false, red
https://github.com/bunnyblueair/ACDD, false, red
https://github.com/burningwave/core, true, blue
https://github.com/bymm/hive, false, red
https://github.com/bytedeco/javacpp, true, blue
https://github.com/calvinaquino/LNReader-Android, false, red
https://github.com/camsys/onebusaway-nyc, false, red
https://github.com/candlepin/candlepin, false, aborted
https://github.com/castor-data-binding/castor, true, red
https://github.com/castor-software/yajta, false, red
https://github.com/cbeust/testng, true, aborted
https://github.com/cdapio/cdap, false, red
https://github.com/cehui0802/framework, true, red
https://github.com/cehui0802/telecom, true, red
https://github.com/cf-testorg/nifi-test, false, red
https://github.com/cincheo/jsweet, false, not found
https://github.com/cjbi/wetech-cms, true, red
https://github.com/ckm007/lab-platform, false, red
https://github.com/cloudups/iTransfer, false, red
https://github.com/cmeng-git/atalk-android, false, red
https://github.com/codefollower/H2-Research, true, blue
https://github.com/codehaus-cargo/cargo, false, red
https://github.com/codehaus-plexus/plexus-utils, true, blue
https://github.com/codeprimate-software/cp-elements, true, blue
https://github.com/cogtool/cogtool, false, not found
https://github.com/conveyal/analyst-server, false, red
https://github.com/copper-engine/copper-engine, true, blue
https://github.com/core-lib/pigeon, true, red
https://github.com/couchbase/couchbase-lite-java-core, false, red
https://github.com/cpesch/RouteConverter, true, red
https://github.com/crashinvaders/gdx-texture-packer-gui, true, blue
https://github.com/crawljax/crawljax, false, red
https://github.com/cs304-spring2021/javaparser, false, red
https://github.com/cuileikun/AppDemos, false, red
https://github.com/cybertaxonomy/cdmlib, true, red
https://github.com/chaakula/SpringPractice, false, red
https://github.com/chandansinghkiit/Spring_Webservice, false, red
https://github.com/chung10/spring-boot-filemanager, true, blue
https://github.com/datasalt/splout-db, false, red
https://github.com/davemckain/qtiworks, true, red
https://github.com/dbeaver/dbeaver, false, red
https://github.com/decheng-zhang/GCRC_new_feature, false, red
https://github.com/deepjavalibrary/djl, true, red
https://github.com/deeplearning4j/oreilly-book-dl4j-examples, false, not found
https://github.com/demidenko05/a-jetty-all, false, red
https://github.com/dessalines/torrenttunes-client, true, blue
https://github.com/dgageot/simplelenium, true, blue
https://github.com/dgarijo/Widoco, false, red
https://github.com/dice-group/Squirrel, false, red
https://github.com/diwand/YapiIdeaUploadPlugin, true, blue
https://github.com/dkpro/dkpro-core, false, red
https://github.com/dlpuzcl/ofcms, true, red
https://github.com/dockstore/cwlavro, false, red
https://github.com/dockstore/dockstore-cli, false, red
https://github.com/dodola/RocooFix, false, red
https://github.com/dojo/dwb, true, blue
https://github.com/dongliangde/agile-bpm, false, not found
https://github.com/dreamXiong/hgl, true, red
https://github.com/droidefense/engine, false, red
https://github.com/dscalzi/ZipExtractor, false, red
https://github.com/duanxingchen/nifi, false, red
https://github.com/dunwu/javacore, true, red
https://github.com/duty-os/white-demo-android, false, red
https://github.com/dynamiatools/framework, false, red
https://github.com/dzikoysk/pandomium, false, red
https://github.com/eBay/mTracker, false, red
https://github.com/eclipse-cdt/cdt, false, red
https://github.com/eclipse-ee4j/eclipselink, false, red
https://github.com/eclipse-ee4j/glassfish, false, red
https://github.com/eclipse-ee4j/glassfish-fighterfish, false, red
https://github.com/eclipse-ee4j/grizzly, false, red
https://github.com/eclipse-ee4j/jax-rpc-ri, false, not found
https://github.com/eclipse-vertx/vert.x, true, red
https://github.com/eclipse/concierge, false, red
https://github.com/eclipse/eclipse.pde.ui, false, not found
https://github.com/eclipse/eclipse.platform.ua, false, not found
https://github.com/eclipse/eclipse.platform.ui, false, not found
https://github.com/eclipse/jetty.project, false, red
https://github.com/eclipse/kitalpha, false, red
https://github.com/eclipse/m2e.wtp, false, not found
https://github.com/eclipse/mylyn.docs, false, not found
https://github.com/eclipse/org.aspectj, false, red
https://github.com/eclipse/pdt, false, red
https://github.com/eclipse/rt.equinox.p2, false, not found
https://github.com/eclipse/thym, true, red
https://github.com/eclipse/tycho, false, red
https://github.com/eclipse/virgo.ide, false, not found
https://github.com/eclipse/webtools.common, false, not found
https://github.com/eclipse/webtools.jsf, false, not found
https://github.com/eclipse/webtools.sourceediting, false, not found
https://github.com/eclipse/webtools.webservices, false, not found
https://github.com/edolganov/live-chat-engine, false, not found
https://github.com/eirslett/frontend-maven-plugin, true, red
https://github.com/ekoontz/hadoop-common, false, not found
https://github.com/elastest/elastest-user-emulator-service, false, not found
https://github.com/elek/apache-ozone-mirror, false, red
